"FacilityID","Name","Street","City","State","ZipCode","Geo","YelpID","YelpPhone","YelpCategories","YelpURL","YelpImageUrl","YelpRaiting","YelpReviewCount","Score","InspectionDate"
10720286,"Randall's # 2987 Meat / Seafood","5145 N FM 620 RD","AUSTIN","TX",78732,"(30.389183973700867, -97.88358211468059)","Not Found","","","","","","",100,"2018-07-19"
10730245,"Pelons","802 RED RIVER ST","AUSTIN","TX",78701,"(30.268731895996407, -97.73661459142059)","_rt-Z934kfFzgG19nTrIcQ","+15122437874","Tex-Mex,Bars,Tacos","https://www.yelp.com/biz/pelons-tex-mex-austin-2?adjust_creative=o7wW9s4X43iBcxwx-i21Qw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=o7wW9s4X43iBcxwx-i21Qw","https://s3-media3.fl.yelpcdn.com/bphoto/eWpypPYb_Yxx34f8UxxeOg/o.jpg",4,362,83,"2018-07-09"
10730249,"Workhorse","100 E NORTH LOOP BLVD","AUSTIN","TX",78751,"(30.31790027018135, -97.72214469218441)","ehaOHDQ6EzXavMCaQ0nXvw","+15123235700","Dive Bars,American (Traditional)","https://www.yelp.com/biz/workhorse-bar-austin?adjust_creative=o7wW9s4X43iBcxwx-i21Qw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=o7wW9s4X43iBcxwx-i21Qw","https://s3-media2.fl.yelpcdn.com/bphoto/JmFs5S1Vi7E68o4U9b1kYQ/o.jpg",4,276,92,"2018-08-22"
10730352,"Midtown Live","7408 CAMERON RD","AUSTIN","TX",78752,"(30.32982354950385, -97.69048793455869)","NIENT5xIegkQVQWMOoz-3g","+15124515483","Soul Food,Sports Bars,Dance Clubs","https://www.yelp.com/biz/midtown-live-sports-cafe-austin?adjust_creative=o7wW9s4X43iBcxwx-i21Qw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=o7wW9s4X43iBcxwx-i21Qw","https://s3-media2.fl.yelpcdn.com/bphoto/Nm0bq06C1Ox-jK68gsX6RA/o.jpg",3,20,93,"2018-07-11"
10730943,"Lupe Tortilla Mexican Restaurant","10515 N MOPAC EXPY","AUSTIN","TX",78759,"(30.391610652206836, -97.73245087296716)","eaI6pjS8ZdSIgeOLlJhg-w","+15125822201","Mexican,Gluten-Free,Tex-Mex","https://www.yelp.com/biz/lupe-tortilla-austin-2?adjust_creative=o7wW9s4X43iBcxwx-i21Qw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=o7wW9s4X43iBcxwx-i21Qw","https://s3-media2.fl.yelpcdn.com/bphoto/ySFueWpgCDG_JWun-AKw8w/o.jpg",4,570,84,"2018-02-20"
10720292,"Randall's # 2987 Produce","5145 N FM 620 RD","AUSTIN","TX",78732,"(30.389183973700867, -97.88358211468059)","Not Found","","","","","","",98,"2018-07-19"
10720294,"Randall's # 2987 Starbucks Kiosk","5145 N FM 620 RD","AUSTIN","TX",78732,"(30.389183973700867, -97.88358211468059)","Not Found","","","","","","",100,"2018-07-19"
10720314,"Austin's Moontower Saloon","10212 MANCHACA RD","AUSTIN","TX",78748,"(30.169043698469686, -97.8260275700738)","Not Found","","","","","","",100,"2018-03-27"
10723023,"Reserve at Lake Travis -The Cypress Club Lodge","2216 CYPRESS CLUB","LAGO VISTA","TX",78669,"(30.407086824625143, -97.99019015588684)","Not Found","","","","","","",97,"2018-06-12"
10724213,"Taco Zone","9501 MANCHACA RD","AUSTIN","TX",78748,"(30.176687909695204, -97.81965162970216)","Not Found","","","","","","",97,"2017-03-15"
10734366,"HandleBar","121 E 5TH ST","AUSTIN","TX",78701,"(30.266622023829072, -97.74204870085106)","UiDZIzI7qOz6BwlyGMtr-A","+15123449571","Beer Bar,Cocktail Bars,Dive Bars","https://www.yelp.com/biz/handlebar-austin?adjust_creative=ECs-RBB6-uPkzLjWnbhMbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=ECs-RBB6-uPkzLjWnbhMbg","https://s3-media1.fl.yelpcdn.com/bphoto/YhfynSgsvKdT6oaZjNtkAA/o.jpg",4,310,92,"2018-10-09"
10739509,"INKA Chicken","1707 W WELLS BRANCH PKWY","AUSTIN","TX",78728,"(30.438911106622086, -97.67149799697276)","PxkIsiA46Ws_P-594fdanw","+15122522222","Peruvian,Latin American,Gluten-Free","https://www.yelp.com/biz/inka-chicken-austin?adjust_creative=ECs-RBB6-uPkzLjWnbhMbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=ECs-RBB6-uPkzLjWnbhMbg","https://s3-media3.fl.yelpcdn.com/bphoto/UTeEce_L_iSo8lqqJ2_jIw/o.jpg",5,521,94,"2018-07-09"
10726921,"Super Moreliana-Taqueria","6112 S US 183 HWY","AUSTIN","TX",78744,"(30.167763854031943, -97.69244294705634)","Not Found","","","","","","",87,"2018-06-14"
10726924,"Super Moreliana-Meat Mkt.","6112 S US 183 HWY","AUSTIN","TX",78744,"(30.167763854031943, -97.69244294705634)","Not Found","","","","","","",89,"2018-06-14"
10727281,"Monte Carlo Market","408 E RUNDBERG LN","AUSTIN","TX",78753,"(30.359882480241968, -97.69035330983617)","Not Found","","","","","","",81,"2018-04-24"
10727962,"Capital Kitchens","1606 W STASSNEY LN","AUSTIN","TX",78745,"(30.213783542647285, -97.79300763423645)","Not Found","","","","","","",95,"2018-05-22"
10728167,"PPD Development, LLC","7551 METRO CENTER DR","AUSTIN","TX",78744,"(30.213080395138952, -97.6940531063304)","Not Found","","","","","","",100,"2018-08-10"
10731270,"Lone Star Family Market #3","2009 AIRPORT BLVD","AUSTIN","TX",78722,"(30.283759447310718, -97.70422342581905)","Not Found","","","","","","",97,"2018-10-08"
10736882,"AFC Sushi@Randall's 2987","5145 N FM 620 RD","AUSTIN","TX",78732,"(30.389183973700867, -97.88358211468059)","Not Found","","","","","","",100,"2018-07-23"
10737270,"It's All Good Bar B Q","22112 W SH","SPICEWOOD","TX",78669,"(30.36869880613774, -98.07248120434612)","Not Found","","","","","","",85,"2018-05-08"
10737435,"BC - Bamam","14211 W SH","BEE CAVE","TX",78738,"(30.309209385434627, -97.96321926612337)","Not Found","","","","","","",96,"2018-09-26"
10740929,"Odaku","2501 W PARMER LN","AUSTIN","TX",78758,"(30.418236392567977, -97.70224205472239)","Not Found","","","","","","",71,"2018-03-15"
10758576,"Circle K Store #2704680","8947 FM 2244 RD","AUSTIN","TX",78746,"(30.3175806905218, -97.86368423617544)","Not Found","","","","","","",92,"2018-07-25"
11204878,"Allan Head Start Child Development Center","4900 GONZALES ST","AUSTIN","TX",78702,"(30.256045245181802, -97.69785762759929)","Not Found","","","","","","",93,"2018-05-11"
10742440,"Texas Bakery","10901 N LAMAR BLVD","AUSTIN","TX",78753,"(30.378304722819507, -97.68773863068942)","fOAcrgwbZG_aalDUfQVcGA","+15124918456","Bakeries","https://www.yelp.com/biz/texas-bakery-austin?adjust_creative=o7wW9s4X43iBcxwx-i21Qw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=o7wW9s4X43iBcxwx-i21Qw","https://s3-media2.fl.yelpcdn.com/bphoto/LHbEddeaPkiYFmMj52Iuiw/o.jpg",4,78,82,"2017-12-19"
11228861,"COTA - Velocity","9201 CIRCUIT OF THE AMERICAS BLVD","AUSTIN","TX",78617,"(30.135639980655224, -97.64405177187912)","Not Found","","","","","","",93,"2018-04-20"
11562625,"Street","3407 GREYSTONE DR","AUSTIN","TX",78731,"(30.356759703405498, -97.74736893171603)","mQ--5JoQtMEcVwuRa3txMA","+15123829567","Sushi Bars,Japanese","https://www.yelp.com/biz/street-austin?adjust_creative=ECs-RBB6-uPkzLjWnbhMbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=ECs-RBB6-uPkzLjWnbhMbg","https://s3-media2.fl.yelpcdn.com/bphoto/DvdqjS9_hGsoQR57AUF0gw/o.jpg",4,105,74,"2018-07-24"
10743681,"Tokyo Gardens Catering","6001 W PARMER LN","AUSTIN","TX",78727,"(30.441459016888032, -97.74254102057596)","Not Found","","","","","","",93,"2018-06-20"
10743813,"Tokyo Gardens Catering","6607 S IH","AUSTIN","TX",78744,"(30.18875735067883, -97.76892123494328)","Not Found","","","","","","",99,"2018-08-13"
10745301,"Minimax Food Mart #2","1033 E HOWARD LN","AUSTIN","TX",78753,"(30.40891230703421, -97.64809249549137)","Not Found","","","","","","",86,"2018-07-30"
10745429,"LW - Starbucks Coffee Company","2410 S FM 620 RD","LAKEWAY","TX",78734,"(30.339808951576064, -97.96960826265189)","Not Found","","","","","","",99,"2018-05-08"
10747701,"Tokyo Gardens Catering","1434 W WELLS BRANCH PKWY","AUSTIN","TX",78660,"(30.442688275034147, -97.66421233661765)","Not Found","","","","","","",99,"2018-07-26"
10747724,"Tokyo Gardens Catering","12860 N US 183 HWY","AUSTIN","TX",78750,"(30.43435463952485, -97.77271117157457)","Not Found","","","","","","",93,"2018-09-26"
10748818,"Kwick In","1149 AIRPORT BLVD","AUSTIN","TX",78702,"(30.273042408830108, -97.69731754122911)","Not Found","","","","","","",90,"2018-05-17"
10745863,"Hop Doddy Burger Bar","2438 W ANDERSON LN","AUSTIN","TX",78757,"(30.357104802923683, -97.731319921606)","67bZm-KQQCwSat7_jmiVbA","+15124672337","Burgers,Juice Bars & Smoothies,Cocktail Bars","https://www.yelp.com/biz/hopdoddy-burger-bar-austin-2?adjust_creative=o7wW9s4X43iBcxwx-i21Qw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=o7wW9s4X43iBcxwx-i21Qw","https://s3-media1.fl.yelpcdn.com/bphoto/SS6DmrvfTVgwnBZDFmxcYQ/o.jpg",4,1599,72,"2018-06-21"
10748848,"Twice the Ice","1144 AIRPORT BLVD","AUSTIN","TX",78702,"(30.272211583889028, -97.6980653555653)","Not Found","","","","","","",100,"2017-04-18"
10748366,"Firehouse Subs #465","7318 MC NEIL DR","AUSTIN","TX",78729,"(30.435726743196163, -97.76764885475781)","5O1LodpTxkVHuFKhQssJbA","+15122582288","Sandwiches,Fast Food,Delis","https://www.yelp.com/biz/firehouse-subs-austin-3?adjust_creative=o7wW9s4X43iBcxwx-i21Qw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=o7wW9s4X43iBcxwx-i21Qw","https://s3-media3.fl.yelpcdn.com/bphoto/Jb5I-6quxLzG7_7QgmQ5lg/o.jpg",4,64,100,"2018-05-25"
10750623,"Tokyo Gardens Catering","2508 E RIVERSIDE DR","AUSTIN","TX",78741,"(30.235822895303613, -97.72262346271322)","Not Found","","","","","","",100,"2018-09-21"
10752202,"Quad Food Mart","628 E OLTORF ST","AUSTIN","TX",78704,"(30.237093793403737, -97.74908136169407)","enWuCMY_FDOby82Qu-fPIw","+15127078900","Convenience Stores","https://www.yelp.com/biz/quad-food-mart-austin?adjust_creative=o7wW9s4X43iBcxwx-i21Qw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=o7wW9s4X43iBcxwx-i21Qw","https://s3-media4.fl.yelpcdn.com/bphoto/vYNYiPSTftgBtN5StKHoNQ/o.jpg",4,1,94,"2018-10-04"
10752569,"MN - 10555 Manor","11016 E US 290 HWY","MANOR","TX",78653,"(30.348978836450932, -97.55841932531273)","Not Found","","","","","","",92,"2018-06-18"
10758026,"Circle K Store #2704686","6107 W PARMER LN","AUSTIN","TX",78729,"(30.44396633809514, -97.74319322401823)","Not Found","","","","","","",89,"2018-07-25"
10758054,"LW - Circle K Store #2704681","1405 S FM 620 RD","LAKEWAY","TX",78734,"(30.349241660264923, -97.96307254666817)","Not Found","","","","","","",83,"2018-08-17"
10758077,"Circle K Store #2704673","8801 S IH","AUSTIN","TX",78744,"(30.168340730906078, -97.78260253235607)","Not Found","","","","","","",82,"2018-10-12"
10758287,"Circle K Store #2704688","11000 FM 2222 RD","AUSTIN","TX",78726,"(30.396789698236084, -97.84817595668619)","Not Found","","","","","","",87,"2018-05-08"
10758425,"Circle K Store #2704683","9920 W US 290 HWY","AUSTIN","TX",78736,"(30.228602451505946, -97.94202784787899)","Not Found","","","","","","",94,"2018-07-03"
10758443,"Tarka Indian Kitchen","2525 W ANDERSON LN","AUSTIN","TX",78757,"(30.355477691128065, -97.73354425067319)","oW9b_NLLTY_vrg-y3EoE4g","+15123230955","Indian","https://www.yelp.com/biz/tarka-indian-kitchen-austin-2?adjust_creative=o7wW9s4X43iBcxwx-i21Qw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=o7wW9s4X43iBcxwx-i21Qw","https://s3-media4.fl.yelpcdn.com/bphoto/gFfDHy1QvPNwhF2OYiWMkA/o.jpg",4,480,74,"2018-04-18"
10744450,"BC - Whole Foods Market - Meat","12601 HILL COUNTRY BLVD","BEE CAVE","TX",78738,"(30.30766869408602, -97.93764727781424)","R1rL_RD4xyVwcWRIA8YB2w","+15122062730","Grocery,Health Markets,Coffee & Tea","https://www.yelp.com/biz/whole-foods-market-bee-cave?adjust_creative=ECs-RBB6-uPkzLjWnbhMbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=ECs-RBB6-uPkzLjWnbhMbg","https://s3-media4.fl.yelpcdn.com/bphoto/pt0cKvAln9yTcNAj9LiOJg/o.jpg",4,78,94,"2018-07-16"
10744463,"BC - Whole Foods Market - Prepared Foods","12601 HILL COUNTRY BLVD","BEE CAVE","TX",78738,"(30.30766869408602, -97.93764727781424)","R1rL_RD4xyVwcWRIA8YB2w","+15122062730","Grocery,Health Markets,Coffee & Tea","https://www.yelp.com/biz/whole-foods-market-bee-cave?adjust_creative=ECs-RBB6-uPkzLjWnbhMbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=ECs-RBB6-uPkzLjWnbhMbg","https://s3-media4.fl.yelpcdn.com/bphoto/pt0cKvAln9yTcNAj9LiOJg/o.jpg",4,78,96,"2017-06-27"
10745599,"Blenders and Bowls","206 E 4TH ST","AUSTIN","TX",78701,"(30.26599733707631, -97.74160559769133)","ShyA_yAfTtj8_WD5kZFo3g","+15125025184","Juice Bars & Smoothies,Acai Bowls,Breakfast & Brunch","https://www.yelp.com/biz/blenders-and-bowls-downtown-austin?adjust_creative=ECs-RBB6-uPkzLjWnbhMbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=ECs-RBB6-uPkzLjWnbhMbg","https://s3-media2.fl.yelpcdn.com/bphoto/cdTfThZbuHX1xo8iYlRxrQ/o.jpg",5,352,85,"2018-10-02"
10747340,"Corner Bakery Cafe","9761 GREAT HILLS TRL","AUSTIN","TX",78759,"(30.393962203158257, -97.75084220504364)","cii8UBQ9YlbKxEs4orjwEg","+15127774250","Bakeries,Cafes","https://www.yelp.com/biz/corner-bakery-cafe-austin?adjust_creative=ECs-RBB6-uPkzLjWnbhMbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=ECs-RBB6-uPkzLjWnbhMbg","https://s3-media1.fl.yelpcdn.com/bphoto/TtZMHlUZKbgU4X3jRAkAng/o.jpg",4,124,86,"2018-08-08"
10754193,"Firehouse Subs","4301 W WILLIAM CANNON DR","AUSTIN","TX",78749,"(30.22138854436619, -97.83965356712693)","8Xho0-3X65CyApDzJv5zqg","+15128993473","Sandwiches,Fast Food,Delis","https://www.yelp.com/biz/firehouse-subs-austin?adjust_creative=ECs-RBB6-uPkzLjWnbhMbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=ECs-RBB6-uPkzLjWnbhMbg","https://s3-media1.fl.yelpcdn.com/bphoto/8wfyxstl78lf9X7hxMoOzA/o.jpg",4,94,95,"2018-09-07"
10755692,"Little Caesar's","2601 E 7TH ST","AUSTIN","TX",78702,"(30.26053321279685, -97.71271012047967)","JOswAkmPmycBYKBHU11-oA","+15124823100","Pizza","https://www.yelp.com/biz/little-caesars-pizza-austin-9?adjust_creative=ECs-RBB6-uPkzLjWnbhMbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=ECs-RBB6-uPkzLjWnbhMbg","https://s3-media3.fl.yelpcdn.com/bphoto/X7TG9Ys0ppKn1HmUeWso2w/o.jpg",3,12,82,"2018-05-30"
10762509,"Jim-Jim's Water Ice","401 DEEP EDDY AVE","AUSTIN","TX",78703,"(30.277515004607995, -97.77281735590199)","Not Found","","","","","","",100,"2018-05-11"
10765376,"Respite Recovery","403 E 15TH ST","AUSTIN","TX",78701,"(30.275604056612952, -97.73575320079975)","Not Found","","","","","","",91,"2018-08-16"
10761359,"Lamar Food Store","1222 S LAMAR BLVD","AUSTIN","TX",78704,"(30.254208931607792, -97.76311797884416)","hNG-gypdJnhrAQf3Fkz5eA","+15124446193","Grocery","https://www.yelp.com/biz/lamar-food-store-austin?adjust_creative=o7wW9s4X43iBcxwx-i21Qw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=o7wW9s4X43iBcxwx-i21Qw","",5,1,100,"2018-09-25"
10768265,"Garfield Market","5300 E SH","AUSTIN","TX",78617,"(30.184800505873262, -97.54729229025355)","Not Found","","","","","","",82,"2018-05-17"
10770465,"Tania's Tots Learning Center","15400 MARSHA ST","AUSTIN","TX",78728,"(30.44970929714251, -97.66896555476015)","Not Found","","","","","","",99,"2018-08-02"
10771946,"Express Food Mart #5","1515 FM","PFLUGERVILLE","TX",78660,"(30.441844700129664, -97.66697577974558)","Not Found","","","","","","",89,"2018-09-18"
10780044,"Moms 7","13000 FM 812 RD","AUSTIN","TX",78617,"(30.130046251255557, -97.64344707400743)","Not Found","","","","","","",73,"2018-05-16"
10780666,"Courtyard by Marriott","12330 N IH","AUSTIN","TX",78753,"(30.401114551717342, -97.67517018487806)","Not Found","","","","","","",94,"2018-08-15"
10781348,"Dollar General Store #12967","6729 MANOR RD","AUSTIN","TX",78723,"(30.311013560447353, -97.66592898892675)","Not Found","","","","","","",94,"2018-06-04"
10781371,"Alpha Xi Delta","2508 RIO GRANDE ST","AUSTIN","TX",78705,"(30.290180800823936, -97.74485599619588)","Not Found","","","","","","",95,"2018-05-01"
10786483,"CiCi's Pizza #71","5365 N IH","AUSTIN","TX",78723,"(30.313483021497856, -97.70780510716983)","Not Found","","","","","","",88,"2018-06-15"
10767728,"Kikka@Whole Foods Arbor Trails","4301 W WILLIAM CANNON DR","AUSTIN","TX",78749,"(30.22138854436619, -97.83965356712693)","2PVNqspA097_JpmGMFqavQ","+15126142151","IV Hydration,Cryotherapy,Undersea/Hyperbaric Medicine","https://www.yelp.com/biz/restore-cryotherapy-arbor-trails-austin-2?adjust_creative=o7wW9s4X43iBcxwx-i21Qw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=o7wW9s4X43iBcxwx-i21Qw","https://s3-media1.fl.yelpcdn.com/bphoto/ji2vasngxDjr8dcJhXlJvQ/o.jpg",5,25,100,"2018-09-05"
10789233,"Floyd's Coffee, Market, Cafe","301 S CONGRESS AVE","AUSTIN","TX",78704,"(30.25902210545442, -97.746007093524)","Not Found","","","","","","",90,"2018-08-16"
10805134,"Austin Presbyterian Theological Seminary","100 E 27TH ST","AUSTIN","TX",78705,"(30.29258114635741, -97.73771766001859)","Not Found","","","","","","",100,"2018-05-03"
10771894,"WL - P. Terry's Burger Stand","701 S CAPITAL OF TEXAS HWY","WEST LAKE HILLS","TX",78746,"(30.292995279949633, -97.82733249251322)","jVLE2FlacC0ohvRbMHOBjA","+15123060779","Burgers,Fast Food","https://www.yelp.com/biz/p-terrys-burger-stand-austin-6?adjust_creative=o7wW9s4X43iBcxwx-i21Qw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=o7wW9s4X43iBcxwx-i21Qw","https://s3-media1.fl.yelpcdn.com/bphoto/V2L2g_lc1x9Nw35qCIo6LA/o.jpg",4,90,100,"2018-04-04"
11228887,"COTA - Austin Smoque Main Grand Stand","9201 CIRCUIT OF THE AMERICAS BLVD","AUSTIN","TX",78617,"(30.135639980655224, -97.64405177187912)","Not Found","","","","","","",100,"2018-04-20"
10781392,"Taqueria Las Chivas, Inc.","8624 N LAMAR BLVD","AUSTIN","TX",78753,"(30.355346585219703, -97.70357400042565)","WFp2lPcG2JIV8o-r2ilahQ","+15124906714","Mexican,Sports Bars","https://www.yelp.com/biz/taqueria-las-chivas-jalisco-austin-2?adjust_creative=o7wW9s4X43iBcxwx-i21Qw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=o7wW9s4X43iBcxwx-i21Qw","https://s3-media3.fl.yelpcdn.com/bphoto/05kaq8FEAes14tHHK2lxlA/o.jpg",4,30,81,"2018-06-12"
10789639,"Jack in the Box #867","6210 W WILLIAM CANNON DR","AUSTIN","TX",78749,"(30.231276141274382, -97.8642069383496)","e8iaAO6ukGxUxhbzHS2LQg","+15128991312","Fast Food,Burgers","https://www.yelp.com/biz/jack-in-the-box-austin-13?adjust_creative=o7wW9s4X43iBcxwx-i21Qw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=o7wW9s4X43iBcxwx-i21Qw","https://s3-media3.fl.yelpcdn.com/bphoto/qFxTSETZFfIMkEYB8SZBbQ/o.jpg",3,28,92,"2018-07-26"
10762019,"Circle K Store #2704687","606 W SLAUGHTER LN","AUSTIN","TX",78748,"(30.17293471128587, -97.79966908618135)","LlYJZciQkjesqw-gjsRekA","+15122928063","Gas Stations,Convenience Stores","https://www.yelp.com/biz/circle-k-austin-7?adjust_creative=ECs-RBB6-uPkzLjWnbhMbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=ECs-RBB6-uPkzLjWnbhMbg","https://s3-media4.fl.yelpcdn.com/bphoto/xkM0bJXAwlBdHv9YTAvC2A/o.jpg",1,1,94,"2018-04-27"
10764422,"Whole Foods Market - Meat Market","4301 W WILLIAM CANNON DR","AUSTIN","TX",78749,"(30.22138854436619, -97.83965356712693)","fjUzST1kERXICBEwSpllpA","+15123582460","Grocery","https://www.yelp.com/biz/whole-foods-market-austin-12?adjust_creative=ECs-RBB6-uPkzLjWnbhMbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=ECs-RBB6-uPkzLjWnbhMbg","https://s3-media2.fl.yelpcdn.com/bphoto/aaTP4bqVhRyBV3GtzHfR8A/o.jpg",4,148,100,"2018-09-05"
10764427,"Whole Foods Market - Seafood Market","4301 W WILLIAM CANNON DR","AUSTIN","TX",78749,"(30.22138854436619, -97.83965356712693)","fjUzST1kERXICBEwSpllpA","+15123582460","Grocery","https://www.yelp.com/biz/whole-foods-market-austin-12?adjust_creative=ECs-RBB6-uPkzLjWnbhMbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=ECs-RBB6-uPkzLjWnbhMbg","https://s3-media2.fl.yelpcdn.com/bphoto/aaTP4bqVhRyBV3GtzHfR8A/o.jpg",4,148,97,"2018-09-05"
10769105,"Viva Meat Market","8610 N LAMAR BLVD","AUSTIN","TX",78753,"(30.355161124948612, -97.70365041455177)","e8qiCC-XOVhacbisHeD7HA","+15127194551","Grocery","https://www.yelp.com/biz/viva-food-mart-austin?adjust_creative=ECs-RBB6-uPkzLjWnbhMbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=ECs-RBB6-uPkzLjWnbhMbg","https://s3-media2.fl.yelpcdn.com/bphoto/nCai1Nr-Yj9adIgGTOO73Q/o.jpg",1,1,74,"2018-07-30"
10771103,"K1 Speed","2500 MC HALE CT","AUSTIN","TX",78758,"(30.385147254928278, -97.7212246081292)","lPwGzWs-6JD49N6snMZAlQ","+15122715475","Amusement Parks,Go Karts,Venues & Event Spaces","https://www.yelp.com/biz/k1-speed-austin?adjust_creative=ECs-RBB6-uPkzLjWnbhMbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=ECs-RBB6-uPkzLjWnbhMbg","https://s3-media1.fl.yelpcdn.com/bphoto/ibK0npalMv_8qUTxHH8LFg/o.jpg",3,189,100,"2018-02-07"
10779388,"Taco More Restaurant","2015 E RIVERSIDE DR","AUSTIN","TX",78741,"(30.239648449233574, -97.72786898579996)","Q9xmImP2KKS1we8EzBOmVQ","+15129168888","Tacos","https://www.yelp.com/biz/taco-more-austin-austin?adjust_creative=ECs-RBB6-uPkzLjWnbhMbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=ECs-RBB6-uPkzLjWnbhMbg","https://s3-media1.fl.yelpcdn.com/bphoto/TsCK6p0hhic8CyFks2HVBg/o.jpg",4,189,94,"2018-05-22"
10789482,"Jack in the Box #845","1936 E OLTORF ST","AUSTIN","TX",78741,"(30.231363050437267, -97.73405158393444)","QaX19G96mxHRRj3aYpt3vA","+15124622676","Fast Food","https://www.yelp.com/biz/jack-in-the-box-austin-22?adjust_creative=ECs-RBB6-uPkzLjWnbhMbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=ECs-RBB6-uPkzLjWnbhMbg","https://s3-media2.fl.yelpcdn.com/bphoto/4zXAOF2Ea0mgIU9hgSMDlQ/o.jpg",2,33,87,"2018-05-07"
10789764,"Jack in the Box #810","7901 BURNET RD","AUSTIN","TX",78757,"(30.356309987513093, -97.73044079842197)","N31Vex7z_gckdhAsq0uPxA","+15124541555","Fast Food","https://www.yelp.com/biz/jack-in-the-box-austin-15?adjust_creative=ECs-RBB6-uPkzLjWnbhMbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=ECs-RBB6-uPkzLjWnbhMbg","https://s3-media2.fl.yelpcdn.com/bphoto/fpjM6mqgF9E_4_8ZGkQm2g/o.jpg",3,23,87,"2018-06-07"
10789876,"Jack in the Box #825","814 E RUNDBERG LN","AUSTIN","TX",78753,"(30.357862545084544, -97.68662031361023)","l3lTVzvAH-bEligGjItMpg","+15128371232","Fast Food","https://www.yelp.com/biz/jack-in-the-box-austin-17?adjust_creative=o7wW9s4X43iBcxwx-i21Qw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=o7wW9s4X43iBcxwx-i21Qw","https://s3-media3.fl.yelpcdn.com/bphoto/fJIWyJjFnWTiU3AGMcjtsA/o.jpg",3,11,92,"2018-07-27"
10790301,"Jack in the Box #949","9300 S IH","AUSTIN","TX",78748,"(30.165494514321672, -97.78952277619845)","Not Found","","","","","","",96,"2018-09-06"
10789915,"Jack in the Box #840","110 E WILLIAM CANNON DR","AUSTIN","TX",78745,"(30.1931020638107, -97.77770616051718)","l6-lC8iu_z0ntUbhmavOnA","+15124420099","American (New),Fast Food","https://www.yelp.com/biz/jack-in-the-box-austin-12?adjust_creative=o7wW9s4X43iBcxwx-i21Qw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=o7wW9s4X43iBcxwx-i21Qw","https://s3-media4.fl.yelpcdn.com/bphoto/0vo2jpntEQS-u3uB9yM1mw/o.jpg",2,26,87,"2018-09-21"
10789938,"Jack in the Box #842","904 E BRAKER LN","AUSTIN","TX",78753,"(30.37603620128877, -97.67312851929093)","ehSTouF01blyKxwIxZQKjw","+15128357054","Fast Food,Burgers","https://www.yelp.com/biz/jack-in-the-box-austin-19?adjust_creative=o7wW9s4X43iBcxwx-i21Qw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=o7wW9s4X43iBcxwx-i21Qw","https://s3-media1.fl.yelpcdn.com/bphoto/vFBGrqorGevMEa8XorekYg/o.jpg",2,18,94,"2018-07-27"
